id	label	description	x	y	cluster	weight<Links>	weight<Total link strength>	weight<No. of pub. (2000-2018)>	score<Avg. pub. year>
666	666	"<table><tr><td>Meso-level field:</td><td>666</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>biotechnology and bioengineering; biotechnology progress; journal of biotechnology; cytotechnology; journal of virology</td></tr><tr><td>Terms:</td><td>baculoviruse; nucleopolyhedrovirus; autographa californica; cho cell culture; recombinant protein production</td></tr></table>"	-0.2829	-0.4431	4	693	117243	7599	2009.6647
667	667	"<table><tr><td>Meso-level field:</td><td>667</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>clinical chemistry and laboratory medicine; archives of pathology & laboratory medicine; clinica chimica acta; american journal of clinical pathology; clinical chemistry</td></tr><tr><td>Terms:</td><td>telepathology; laboratory medicine; clinical chemistry; virtual microscopy; hematology analyzer</td></tr></table>"	-1.0154	-0.0083	2	662	51672	7566	2010.2859
668	668	"<table><tr><td>Meso-level field:</td><td>668</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of virology; virology; plos one; journal of general virology; vaccine</td></tr><tr><td>Terms:</td><td>african swine fever virus; rna editing; dyschromatosis symmetrica; orf virus; vaccinia virus</td></tr></table>"	-0.5966	-0.4056	2	637	137966	7554	2009.6148
669	669	"<table><tr><td>Meso-level field:</td><td>669</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>journal of quantitative spectroscopy & radiative transfer; journal of molecular spectroscopy; applied physics b-lasers and optics; applied optics; journal of chemical physics</td></tr><tr><td>Terms:</td><td>wavelength modulation spectroscopy; quantum cascade laser; tunable diode laser absorption spectroscopy; line mixing; self broadening</td></tr></table>"	1.1822	-0.0852	3	543	68006	7546	2009.9804
670	670	"<table><tr><td>Meso-level field:</td><td>670</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>mindfulness; international journal of clinical and experimental hypnosis; american journal of clinical hypnosis; journal of alternative and complementary medicine; personality and individual differences</td></tr><tr><td>Terms:</td><td>mindfulness meditation; hypnotizability; hypnosis; yoga; meditation</td></tr></table>"	-0.5672	0.6052	1	587	157805	7517	2012.888
671	671	"<table><tr><td>Meso-level field:</td><td>671</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>ocular immunology and inflammation; clinical and experimental rheumatology; american journal of ophthalmology; british journal of ophthalmology; retina-the journal of retinal and vitreous diseases</td></tr><tr><td>Terms:</td><td>behcet; recurrent aphthous stomatitis; behcet disease; intestinal behcet; juvenile idiopathic arthritis</td></tr></table>"	-0.9136	-0.3685	2	560	69001	7413	2009.9518
672	672	"<table><tr><td>Meso-level field:</td><td>672</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>lung cancer; journal of thoracic oncology; american journal of industrial medicine; inhalation toxicology; occupational and environmental medicine</td></tr><tr><td>Terms:</td><td>asbestos; malignant pleural mesothelioma; asbestos exposure; mesothelioma; chrysotile</td></tr></table>"	-0.9107	-0.3247	2	677	79533	7342	2009.8492
673	673	"<table><tr><td>Meso-level field:</td><td>673</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering</td></tr><tr><td>Journals:</td><td>proceedings of the institution of mechanical engineers part f-journal of rail and rapid transit; wear; vehicle system dynamics; journal of sound and vibration; engineering structures</td></tr><tr><td>Terms:</td><td>contact fatigue; wheel rail contact; railway wheel; ground vibration; railway track</td></tr></table>"	1.0397	0.1063	3	457	29818	7261	2011.4039
674	674	"<table><tr><td>Meso-level field:</td><td>674</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>infection and immunity; plos one; parasitology research; journal of clinical microbiology; applied and environmental microbiology</td></tr><tr><td>Terms:</td><td>francisella; acanthamoeba keratitis; legionella pneumophila; legionella; legionnaires disease</td></tr></table>"	-0.3832	-0.4133	2	641	102394	7260	2010.4087
675	675	"<table><tr><td>Meso-level field:</td><td>675</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; plos one; biochemical and biophysical research communications; journal of immunology; journal of neurotrauma</td></tr><tr><td>Terms:</td><td>annexin; s100a9; serum s100b; s100b protein; </td></tr></table>"	-0.7766	-0.2319	2	662	198752	7234	2009.8543
676	676	"<table><tr><td>Meso-level field:</td><td>676</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of biological chemistry; bioorganic & medicinal chemistry letters; american journal of medical genetics part a; oncogene; plos one</td></tr><tr><td>Terms:</td><td>costello syndrome; noonan; ptp1b; cardio facio cutaneous syndrome; low molecular weight protein tyrosine phosphatase</td></tr></table>"	-0.7331	-0.3355	2	648	208825	7142	2009.6775
677	677	"<table><tr><td>Meso-level field:</td><td>677</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>acta chiropterologica; journal of mammalogy; plos one; mammalia; journal of experimental biology</td></tr><tr><td>Terms:</td><td>phyllostomidae; white nose syndrome; torpor; molossidae; chiroptera</td></tr></table>"	0.0432	0.0388	4	629	90583	7089	2010.3978
678	678	"<table><tr><td>Meso-level field:</td><td>678</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>journal of economic issues; cambridge journal of economics; history of political economy; european journal of the history of economic thought; journal of post keynesian economics</td></tr><tr><td>Terms:</td><td>sraffa; veblen; keyne; thorstein veblen; adam smith</td></tr></table>"	-0.203	0.8616	1	459	36100	7049	2010.6977
679	679	"<table><tr><td>Meso-level field:</td><td>679</td></tr><tr><td>Main fields:</td><td>Mathematics and computer science; Social sciences and humanities</td></tr><tr><td>Journals:</td><td>lecture notes in computer science; international journal of human-computer interaction; presence-teleoperators and virtual environments; technical communication; international journal of human-computer studies</td></tr><tr><td>Terms:</td><td>virtual reality exposure therapy; technical communication; web accessibility; usability testing; gaze estimation</td></tr></table>"	-0.2449	0.7685	5	619	58167	7043	2010.1508
680	680	"<table><tr><td>Meso-level field:</td><td>680</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>creativity research journal; journal of creative behavior; thinking skills and creativity; design studies; design issues</td></tr><tr><td>Terms:</td><td>divergent thinking; insight problem; creative problem; creative cognition; creative achievement</td></tr></table>"	-0.3157	0.7862	1	548	70579	6973	2011.4317
681	681	"<table><tr><td>Meso-level field:</td><td>681</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>clinical toxicology; american journal of emergency medicine; human & experimental toxicology; journal of emergency medicine; annals of emergency medicine</td></tr><tr><td>Terms:</td><td>paraquat; carbon monoxide poisoning; methanol; cyanide; methanol poisoning</td></tr></table>"	-0.5284	0.1231	2	677	58206	6951	2009.5304
682	682	"<table><tr><td>Meso-level field:</td><td>682</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>plos one; analytical biochemistry; biotechniques; applied immunohistochemistry & molecular morphology; journal of histochemistry & cytochemistry</td></tr><tr><td>Terms:</td><td>reference gene; antigen retrieval; rt qpcr analysis; rna quality; quantitative real time pcr analysis</td></tr></table>"	-0.5112	-0.2627	2	710	243016	6906	2010.1502
683	683	"<table><tr><td>Meso-level field:</td><td>683</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>plos one; journal of biological chemistry; annals of the new york academy of sciences; journal of immunology; american journal of physiology-gastrointestinal and liver physiology</td></tr><tr><td>Terms:</td><td>claudin; junctional adhesion molecule; clostridium perfringens enterotoxin; tight junction; claudin expression</td></tr></table>"	-0.6975	-0.2252	2	673	281179	6880	2010.6525
684	684	"<table><tr><td>Meso-level field:</td><td>684</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>childhood-a global journal of child research; childrens geographies; psychiatric services; children & society; children and youth services review</td></tr><tr><td>Terms:</td><td>homeless youth; housing first; homelessness; street child; permanent supportive housing</td></tr></table>"	-0.5171	0.7137	1	482	71038	6771	2011.2844
685	685	"<table><tr><td>Meso-level field:</td><td>685</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>internal medicine; pancreas; american journal of surgical pathology; human pathology; medicine</td></tr><tr><td>Terms:</td><td>autoimmune pancreatitis; igg4; igg4 related disease; inflammatory pseudotumor; retroperitoneal fibrosis</td></tr></table>"	-1.0055	-0.2987	2	501	42382	6701	2010.7896
686	686	"<table><tr><td>Meso-level field:</td><td>686</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Journals:</td><td>toxicon; zootaxa; hydrobiologia; plos one; journal of the marine biological association of the united kingdom</td></tr><tr><td>Terms:</td><td>scyphozoa; planarian; granzyme b; hydra; jellyfish</td></tr></table>"	-0.3963	-0.2905	2	666	135182	6683	2010.2857
687	687	"<table><tr><td>Meso-level field:</td><td>687</td></tr><tr><td>Main fields:</td><td>Social sciences and humanities</td></tr><tr><td>Journals:</td><td>futures; technological forecasting and social change; systems research and behavioral science; kybernetes; systemic practice and action research</td></tr><tr><td>Terms:</td><td>fuzzy cognitive map; futures study; graph model; scenario planning; delphi technique</td></tr></table>"	-0.0324	0.7522	1	686	71139	6672	2010.277
688	688	"<table><tr><td>Meso-level field:</td><td>688</td></tr><tr><td>Main fields:</td><td>Life and earth sciences</td></tr><tr><td>Journals:</td><td>veterinary microbiology; veterinary record; infection and immunity; plos one; journal of veterinary diagnostic investigation</td></tr><tr><td>Terms:</td><td>lawsonia intracellularis; streptococcus suis serotype; pasteurella; brachyspira hyodysenteriae; actinobacillus pleuropneumoniae</td></tr></table>"	-0.4306	-0.4364	4	587	61379	6669	2009.5595
689	689	"<table><tr><td>Meso-level field:</td><td>689</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>international journal of cardiology; echocardiography-a journal of cardiovascular ultrasound and allied techniques; annals of thoracic surgery; texas heart institute journal; journal of the american society of echocardiography</td></tr><tr><td>Terms:</td><td>cardiac myxoma; carney complex; constrictive pericarditis; papillary fibroelastoma; primary cardiac lymphoma</td></tr></table>"	-1.0627	-0.1323	2	487	31978	6603	2009.4872
690	690	"<table><tr><td>Meso-level field:</td><td>690</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>journal of craniofacial surgery; plastic and reconstructive surgery; childs nervous system; american journal of medical genetics part a; journal of neurosurgery-pediatrics</td></tr><tr><td>Terms:</td><td>apert syndrome; deformational plagiocephaly; achondroplasia; congenital muscular torticolli; sagittal craniosynostosis</td></tr></table>"	-0.9264	-0.1893	2	628	125307	6479	2010.4825
691	691	"<table><tr><td>Meso-level field:</td><td>691</td></tr><tr><td>Main fields:</td><td>Physical sciences and engineering; Mathematics and computer science</td></tr><tr><td>Journals:</td><td>color research and application; journal of the optical society of america a-optics image science and vision; journal of imaging science and technology; lecture notes in computer science; ieee transactions on image processing</td></tr><tr><td>Terms:</td><td>aesthetic experience; color constancy; color vision; color preference; photometric stereo</td></tr></table>"	0.115	0.687	3	647	47076	6433	2010.4307
692	692	"<table><tr><td>Meso-level field:</td><td>692</td></tr><tr><td>Main fields:</td><td>Life and earth sciences; Biomedical and health sciences</td></tr><tr><td>Journals:</td><td>forensic science international; journal of medical entomology; journal of forensic sciences; zootaxa; medical and veterinary entomology</td></tr><tr><td>Terms:</td><td>forensic entomology; myiasis; calliphoridae; lucilia sericata; oestridae</td></tr></table>"	-0.0096	-0.0575	4	648	50259	6342	2011.0962
